calmip , 825710 , --env=bigfish --single_seed --preset pando procgen canonical --tag=procgen --n_evaluations=1 
calmip , 825712 , --env=bigfish --single_seed --preset calmip procgen canonical --tag=procgen --n_evaluations=1 
calmip , 825715 , --env=leaper --preset calmip procgen canonical --tag=procgen --n_evaluations=1 
calmip , 825716 , --env=leaper --preset calmip procgen openai --tag=procgen --n_evaluations=1 
calmip , 825717 , --env=leaper --preset calmip procgen canonical --tag=procgen --n_evaluations=5 
calmip , 825718 , --env=leaper --preset calmip procgen openai --tag=procgen --n_evaluations=5 
calmip , 825720 , --env=bossfight --single_seed --preset calmip procgen openai --tag=procgen --n_evaluations=1 
calmip , 825955 , --env=starpilot --single_seed --preset calmip procgen openai --tag=procgen --n_evaluations=1 
calmip , 825956 , --env=starpilot --single_seed --preset calmip procgen canonical --tag=procgen --n_evaluations=1 
pando , 1303695 , --env=starpilot --single_seed --preset pando procgen canonical --tag=procgen --n_evaluations=1 
pando , 1408730 , --env=min-breakout --optim=sepcma 
pando , 1408731 , --env=min-seaquest --optim=sepcma 
pando , 1408732 , --env=min-asterix --optim=sepcma 
pando , 1408733 , --env=min-freeway --optim=sepcma 
pando , 1408734 , --env=min-space_invaders --optim=sepcma 
pando , 1408735 , --env=min-breakout --im --optim=sepcma 
pando , 1408736 , --env=min-seaquest --im --optim=sepcma 
pando , 1408737 , --env=min-asterix --im --optim=sepcma 
pando , 1408738 , --env=min-freeway --im --optim=sepcma 
pando , 1408739 , --env=min-space_invaders --im --optim=sepcma 
pando , 1408740 , --env=min-breakout --optim=canonical 
pando , 1408741 , --env=min-seaquest --optim=canonical 
pando , 1408742 , --env=min-asterix --optim=canonical 
pando , 1408743 , --env=min-freeway --optim=canonical 
pando , 1408744 , --env=min-space_invaders --optim=canonical 
pando , 1408745 , --env=min-breakout --im --optim=canonical 
pando , 1408746 , --env=min-seaquest --im --optim=canonical 
pando , 1408747 , --env=min-asterix --im --optim=canonical 
pando , 1408748 , --env=min-freeway --im --optim=canonical 
pando , 1408750 , --env=min-space_invaders --im --optim=canonical 
pando , 1409887 , --env=min-breakout --optim=sepcma 
pando , 1409888 , --env=min-seaquest --optim=sepcma 
pando , 1409889 , --env=min-asterix --optim=sepcma 
pando , 1409890 , --env=min-freeway --optim=sepcma 
